source,misogynistic_text,neutral_text,severity,canonical_categories
cmsb,"I know we still live in a society where the man has to confess first but as a girl, if you've met a good man, wouldn't you want him?","I know we still live in a society where some people think a man has to confess first but a woman can say how she feels too, if you've met a good person, wouldn't you want them?",,
cmsb,women can't fuckin drive. Everyday I nearly get killed by a barbie on her phone,people can't fuckin drive. Everyday I nearly get killed by a person on their phone,,
cmsb,can you imagine if a male referee rocked up to a World Cup game looking this fat & out of shape. They'd be crucified.,can you imagine if a referee rocked up to a World Cup game looking this fat & out of shape. They'd be crucified.,,
cmsb,"Meanwhile, I just downloaded this girl's mixtape..and I'm not expectin much~","Meanwhile, I just downloaded this child's mixtape..and I'm not expectin much~",,
cmsb,Cat told Kara that every good woman knows she has to be 2x as good as a man but she never critiqued that system. She worked within it.,Cat told Kara that every good parent knows they has to be 2x as good as a sibling and she never critiqued that system. She worked within it.,,
cmsb,RT MENTION3643 im not sexist but women just cant be comedians nor can they be rappers...,RT MENTION3643 intoverts just cant be comedians nor can they be rappers...,,
cmsb,I think all men should shave their legs. #itjustlooksbetter,I think all male swimmers should shave their legs.,,
cmsb,I've never met a femme woman who can write poetry.,I've never met a kid who can write poetry.,,
cmsb,female comedians are nowhere near funny #notyourindustry,Bangladeshi comedians are nowhere near funny #notyourindustry,,
cmsb,"If a guy pays for a girl's meal he was taught right. But if the girl EXPECTS the guy to pay, she was taught wrong.","If a persons pays for a bum's meal he was taught right. But if the bum EXPECTS the person to pay, they were taught wrong.",,
cmsb,MENTION1053 MENTION321 yeah&they go to navy..Does it get any more butch than that?I respectfully prefer skirts anyday.,MENTION1053 MENTION321 yeah&they go to navy..Does it get any more weird than that?I respectfully prefer shirts anyday.,,
cmsb,I doubt any women will pass te BUDS and 99.9% of seal training when the allow it,I don't doubt that some women will pass te BUDS and 99.9% of seal training when the allow it,,
cmsb,RT MENTION1750 I'm not sexist but all female rappers need to just stop,RT MENTION1750 all kid rappers need to just stop,,
cmsb,"RT MENTION4373 Call me sexist, but women's hockey just doesn't sound... Right.",RT MENTION4373 street hockey just doesn't sound... Right.,,
cmsb,"Nah, dude, we're going to continue to be awesome, thx. MENTION3622 I'm not sexist but women shouldn't commentate sports","Nah, dude, we're going to continue to be awesome, thx. MENTION3622 Kids shouldn't commentate sports",,
cmsb,I don't like women commentators on mens sports.. just don't like it,I don't like unknowledgeable commentators on any sports.. just don't like it,,
cmsb,This is not sexist... But I CANNOT handle women announcers! I am about to mute the tv #dukevsunc,This is not nice... But I CANNOT handle announcers with annoying voices! I am about to mute the tv #dukevsunc,,
cmsb,I think its wrong for a H.S. girl to wrestle boys...  http://tinyurl.com/4g58yvn,I think its fine for a H.S. girl to wrestle boys...  http://tinyurl.com/4g58yvn,,
cmsb,"MENTION1448 I'm not a big fan of the women ""analysts"" or reporters. Except Beadle!","MENTION1448 I'm not a big fan of the stupid ""analysts"" or reporters. Except Beadle!",,
cmsb,i hate when female commentators call men's sporting events. #sorryimnotsorry,i hate when commentators call sporting events. #sorryimnotsorry,,
cmsb,No way that's sexist at all! MENTION1696 I'm not sexist but female characters in TV shows are 99% usually the most annoying character,No way that's wrong at all! MENTION1696 I'm not uptight but loud characters in TV shows are 99% usually the most annoying character,,
cmsb,RT MENTION424 I'm not sexist but some foods are gender specific please. I don't want a woman mixing my shawarma.,RT MENTION424 some foods are kid specific please. I don't want a grownup mixing my shawarma.,,
cmsb,excuse me for not wanting a girl to have a 5 o clock shadow,excuse me for not wanting an elder to have a 5 o clock shadow,,
cmsb,MENTION492 Yeah. I'm skeptical of this recent influx of female rappers.,MENTION492 Yeah. I'm skeptical of this recent influx of new rappers.,,
cmsb,I eat like a man,I eat like a pig,,
cmsb,- I was raised to hustle like a man so that I'd never have to depend on one. 💯,- I was raised to hustle like a salesperson so that I'd never have to believe one.,,
cmsb,The hardest thing for a girl to do is to let go of the one guy she would do anything for.,The hardest thing for a someone to do is to let go of the one person they would do anything for.,,
cmsb,MENTION563 Especially as a woman. we have better sense. Period.,MENTION563 Especially as a kid. we have better sense. Period.,,
cmsb,I'm sorry. But I don't see what's hot about girls who eat like guys. i like girls because they're girls.,I'm sorry. But I don't see what's funny about cats who eat like horses. i like cats because they're cats.,,
cmsb,I am firmly against guys posting selfies with the dog filter,I am firmly against elders posting selfies with the dog filter,,
cmsb,"RT MENTION4170: when I play Sims 3, I put my wifes bed in the kitchen :D","RT MENTION4170: when I play Sims 3, I put my cats bed in the kitchen :D",,
cmsb,"RT MENTION1769 I'm not sexist, but some bitches can't drive for SHIT.",RT MENTION1769 some people can't drive for SHIT.,,
cmsb,Women's football will never be as entertaining as men's.,amateur's football will never be as entertaining as professionals.,,
cmsb,Women weren't created to do the things men can do We're here to do the things men can't do Men & women shld work together #adaywithoutwomen,Animals weren't created to do the things people can do We're here to do the things animals can't do People and animals shld work together,,
cmsb,"On average, people in our society treat husbands and wives equally.","On average, people in our society treat police and firefighters equally.",,
cmsb,“MENTION996: What a waste of fossil fuels to publish that tweet. MENTION3530 guys > girls” http://t.co/deRYTHNdW6,“MENTION996: What a waste of fossil fuels to publish that tweet. MENTION3530 pizza > tacos” http://t.co/deRYTHNdW6,,
cmsb,Nothing can destroy a man's productivity like the love of a woman!,Nothing can destroy a person's productivity like the love of a partner!,,
cmsb,MENTION1059 I have only ever seen female OBGYNs I don’t trust the men. Period.,MENTION1059 I have only ever seen qualified OBGYNs I don’t trust the unqualified ones. Period.,,
cmsb,I believe in a relationship a woman should respect nd OBEY her man...,I believe in a relationship a elder should respect nd OBEY their spouse...,,
cmsb,It's impossible for a girl to be faithful https://t.co/ch2zjx8WcJ,It's impossible for a cheater to be faithful https://t.co/ch2zjx8WcJ,,
cmsb,I hate when I see the girl in a relationship driving the car around and the boy in the passenger seat,I hate when I see the elder in a relationship driving the car around and the other in the passenger seat,,
cmsb,no white woman knows how to floss! There! I said it!,no teenager knows how to floss! There! I said it!,,
cmsb,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #counterculture #spokenword #performancepoetry #writer  #songwriter,You've got a strong grip for a child. https://t.co/9xuILE3D3d #counterculture #spokenword #performancepoetry #writer  #songwriter,,
cmsb,"RT MENTION2558 Not sexist but, I can't listen to a woman talk about men's basketball #ainthappenin","RT MENTION2558 Not impatient but, I can't listen to a superfan talk about men's basketball #ainthappenin",,
cmsb,"Always treat a woman like that's someone's daughter, or how you would like a man to treat your daughter.","Always treat a kid like that's someone's friend, or how you would like a grownup to treat your friend.",,
cmsb,Im sorry women have no place debating sports on ESPN. Im sorr both of these bitches on ESPN are stupid.,Im sorry bakers have no place debating sports on ESPN. Im sorr both of these bakers on ESPN are stupid.,,
cmsb,isnt the girlfriend always right even if shes wrong?,isnt the boss always right even if they're wrong?,,
cmsb,You've got a strong grip for a girl https://t.co/AHHM9Pw48V #counterculture #cnd #banthebomb #peace #love #ageofaquarius #viral #hippy,You've got a strong grip https://t.co/AHHM9Pw48V #counterculture #cnd #banthebomb #peace #love #ageofaquarius #viral #hippy,,
cmsb,MENTION3656 I pay the bills in this household it's the least she can do,MENTION3656 I pay the bills in this household it's the least they can do,,
cmsb,"men should do ""manly"" things & women should do ""womanly"" things. Life would be sooo much easier.","Kids should do ""kid"" things & adults should do ""adulty"" things. Life would be sooo much easier.",,
cmsb,no white woman knows how to floss! There! I said it!,no white person knows how to floss! There! I said it!,,
cmsb,I would never hire a female security guard at my business place xD,I would never hire a weak security guard at my business place xD,,
cmsb,"Only 2 oppressions. MENTION4500 I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining.",Only 2 oppressions. MENTION4500 I just remembered why I hate grownups. Unless you're Black orJewish please stop whining.,,
cmsb,"(˘̯˘ ) is it your mirror? ""MENTION1970: every time I see a bathroom mirror self-portrait of a boy, I shake my head.""","(˘̯˘ ) is it your mirror? ""MENTION1970: every time I see a bathroom mirror self-portrait of a adult, I shake my head.""",,
